class,fire_angle,init_veloc,alcance,alt_max,veloc,rcsmed,rcsMSD,beta
MH,58.796996632886334,231.200340453523,3186.812988165404,1534.6972551028834,92.26609489360692,-8.433733679083703,26.660500697855102,2908.497265457382
MH,59.00433503867459,228.6848309713216,3175.837678803968,1533.3647318922046,91.44374610506576,-18.18577096504426,26.660500697855102,2930.233549954592
MH,59.00433503867459,228.6848309713216,3175.837678803968,1533.3647318922046,91.44374610506576,-18.18577096504426,26.660500697855102,2930.233549954592
MH,59.13805526270741,226.729184535376,3177.132009343072,1530.4813130655386,96.92135326102034,-20.42945259902192,5.930159823379906,2935.012929363562
MH,59.1328095111946,226.31843973062124,3215.2503048638578,1533.4595634445102,94.12723714741828,-6.994183843016427,26.660500697855102,3181.179750839118
MH,58.8900806351506,230.19054053498627,3184.177420475804,1532.708747919162,93.38354614317583,5.896114717079405,26.660500697855102,3277.840901811744
MH,59.19329847517552,225.7125238446173,3221.126290162803,1536.5121852432526,92.72198941531394,-22.747324153821133,26.66050069785511,3378.1110511196034
MM,57.05887991326552,281.9208691806924,4649.610868576271,2121.303946965363,158.59733233129725,-25.88386759983322,5.921373220982659,4775.658674679105
MM,57.04870888244336,281.0335407546518,4637.22050581165,2109.443551021052,157.34633068975174,-26.729484524118806,5.921373220982659,5219.960963741349
MM,61.87418421159832,297.7452417910726,5741.555993427941,2944.707840910961,224.01109189425583,-28.45858655479092,16.194633968477614,5726.701674924101
MM,45.24835042357309,305.6173106774957,6277.371865939104,1868.5244750083248,162.94717475620502,-36.01507749388114,22.296033192315647,5858.794843786161
MM,47.58848346912836,282.2562557286076,5978.649274068003,1838.1006378592656,187.9166514013618,-39.35036813461328,8.488515547746438,6274.661898819402
MM,58.30104442720283,302.1024230778364,5415.626728860313,2550.9647756052227,199.72988032699223,-24.240898131630264,7.52310993367152,6404.524738564141
MM,58.30104442720283,302.1024230778364,5415.626728860313,2550.9647756052227,199.72988032699223,-24.240898131630264,7.52310993367152,6404.524738564141
MM,47.60159559332653,282.8619370561981,5995.873451257472,1843.6993058713224,187.49791419209447,-32.1592998709304,8.488515547746442,6924.176670827281
MM,47.60159559332653,282.8619370561981,5995.873451257472,1843.6993058713224,187.49791419209447,-32.1592998709304,8.488515547746442,6924.176670827281
MM,47.71240444781456,281.58017643581763,5950.222369658542,1836.8975392782377,187.03652565155764,-34.58102086906661,8.488515547746445,7274.664398967552
MM,59.51361797795378,295.77705236881064,5347.976717553329,2592.680274627413,203.05453677422176,-22.35589498367332,6.017282064469981,7390.959153604679
MM,47.799094051603824,280.178357092966,5956.730136863319,1838.81776521194,187.34415995075983,-32.72346710834728,8.488515547746445,8393.036501969003
MM,60.70466584008842,292.96540031749817,5330.911877030451,2676.253775029455,200.38853883582843,-19.424552948750893,4.431970701705321,8551.959327793564
MM,47.66298334714863,280.8928428066441,6012.900917092417,1841.311170882716,187.87152509546297,-35.43036143313353,8.488515547746442,8644.634886316671
MM,47.62408123572756,281.26517578434994,5978.388206317108,1836.8585057656708,187.12531243995969,-34.79364895674615,8.488515547746442,8682.513247255356
MM,47.86109028941132,278.84293053994,5971.443644148208,1833.0066116125904,187.0885976443834,-36.83992645237036,8.488515547746445,8877.30621039227
MM,47.86109028941132,278.84293053994,5971.443644148208,1833.0066116125904,187.0885976443834,-36.83992645237036,8.488515547746445,8877.30621039227
MM,51.53800433573649,252.4741405563149,5427.012441815171,1806.3825799043705,194.7590725531225,-34.216879892116,12.646544120387745,9324.543474019978
MM,44.91878622130764,303.0010480001227,6329.828941863432,1836.1423879583288,170.1863049679016,-35.93008126371474,25.469893497605952,9766.329771542876
MM,51.29183286469804,252.23305220145508,5463.229004354792,1796.0794440032453,194.10199586657623,-36.08899460034442,12.646544120387752,10232.634525647118
MM,51.43007520122262,252.3028878925778,5430.013687890275,1799.544190498111,193.3459271972661,-35.544847021225394,12.646544120387745,11092.667763948495
MM,51.14581488194709,253.4514548380134,5475.064438750763,1798.024123466355,193.46956546820635,-39.26818164438547,12.646544120387752,11220.2025823737
MM,51.43411047647056,251.4961896555808,5412.675951332767,1793.982507348144,193.0941418700673,-32.42985097233373,12.646544120387752,11884.21193239546
MM,51.1984898310638,252.4862410425308,5447.364311027581,1792.608991223967,193.2857023740844,-36.260211156497526,12.646544120387745,12203.546396602684
MM,51.42766323164091,251.3105658669408,5404.256092512917,1789.864077903388,192.5133435856024,-36.01160393555392,12.646544120387752,12839.65422278272
MM,51.317411864935,251.8481125899849,5419.918819692141,1789.571669744375,192.52825705201792,-35.727573632164244,12.646544120387745,13540.243685911402
MM,51.34915131676584,251.6780766496118,5424.071844834191,1792.1709230165802,192.87019059157083,-42.71833669428657,12.646544120387752,13846.059766983048
MM,51.09486603679725,252.9573057574952,5466.111195753075,1793.2911066280365,193.21597965353288,-32.20749984937577,12.646544120387752,13957.39633270641
MM,51.296494298189984,251.60214568794956,5430.392590925765,1788.6929418271422,192.72962768612933,-39.96923395869601,12.646544120387745,13991.36625850996
MM,51.46185111959458,250.93642426138183,5412.254219729927,1792.4362298607923,193.0655771571979,-32.97326055569973,12.646544120387752,14863.574040941385
MM,51.43211455487239,251.20263472381276,5418.781852418397,1793.944601391366,193.1024651686093,-43.35767119920565,12.646544120387752,14986.380153788208
MM,51.73998239056523,249.9829545329267,5389.776306591825,1795.5630240797634,192.57701888708027,-46.41131811765697,12.646544120387752,15471.179815550284
MM,51.5481480814484,250.61591905450297,5425.24225339144,1794.9368393845652,193.0905444764212,-39.52170348858736,12.646544120387752,15865.780977791346
MM,51.61240345621026,249.9134729461913,5392.657188589218,1790.7695060627707,192.80778084839693,-35.98707778527222,12.646544120387752,16325.624726984315
MM,51.575891251213,249.91014323744372,5405.815386468961,1791.5860393140113,193.2507990432988,-32.45150226170112,12.646544120387752,17016.4863904106
MM,51.781689537845786,249.5321064277778,5388.3407956786605,1794.975395203837,192.75045959825772,-33.351542162901126,12.646544120387752,17326.331391821936
MM,51.9119942668571,249.7608928221109,5387.723964108007,1807.481533422137,193.70898357260984,-41.413126922292456,12.646544120387745,17463.976256371785
MM,50.26300638474193,257.62296283557225,5731.946164541098,1819.2240079935395,189.7639450178213,-35.826851240920035,8.488515547746442,17530.134001822924
MM,51.825020598860064,248.30410925455536,5373.887431381767,1789.76449945792,193.1521745538056,-40.80956502681492,12.646544120387752,18257.350121457406
MM,51.729529899709306,248.6839580809343,5395.737438055995,1791.3245617880036,193.6436788288565,-37.3289526765664,12.646544120387745,18366.405167275912
MM,51.70651034516304,249.01744839043164,5393.085689037452,1791.3592423959549,193.32237293983653,-34.44687793547683,12.646544120387745,18750.959204314237
MM,51.94100790760124,247.56919195615345,5388.279633961762,1796.9831602852537,194.585908858496,-39.12679014397404,12.646544120387752,20965.353325166987
MM,52.19055998519446,246.41877489583845,5340.144898721674,1794.194358944345,193.82243906430745,-38.444487427567545,12.646544120387752,21010.5895169789
MM,51.05873747219911,253.39795564445728,5681.702535478028,1832.7506025886416,191.07134244051804,-33.239738497517926,8.488515547746438,21806.719962577925
MM,52.22728473650727,245.6741849788449,5346.559038685037,1792.5478103691482,194.07706405125705,-39.17522721983454,12.646544120387752,22900.855746174504
MM,52.3655585433023,244.80307805576143,5301.938041235892,1789.2160800679137,193.60966240081564,-46.56099343794237,12.646544120387745,23359.15453169841
MM,52.44086226253452,244.72832067251724,5314.437263099158,1792.932731479827,193.7386797504306,-39.73498778910927,12.646544120387752,23799.65907213333
MM,52.33437571712825,245.1507632058997,5345.681771092517,1797.0244313666503,194.85244744197925,-41.43500044419714,12.646544120387745,24652.937286817003
MM,52.22152714609704,244.80336324967325,5339.4973749205965,1788.0747680621855,194.55298477133505,-36.6960898014777,12.646544120387745,25106.49583258927
MM,46.96954552121299,274.1630219092064,6570.200957527612,1878.3945710136895,169.647884649509,-37.09132212213757,23.69613825434042,25539.714982584905
MM,52.66932135638857,242.28022060764684,5305.284757824897,1788.2243098913327,194.76538559869465,-33.58512147976627,12.646544120387745,29284.0965232604
MM,53.06420072589435,240.1140287513724,5230.9314768186405,1785.730551632694,194.14998614662167,-32.05271492519653,12.646544120387752,33255.92593410668
MM,52.9789937468593,239.5701113165287,5267.426760534601,1784.4385915705536,195.38184528719444,-36.544610527825824,12.646544120387752,38954.42118354199
MM,53.341488956397775,237.9673821077278,5219.329590485041,1786.183389476752,195.18923204423243,-40.80474410704807,12.646544120387752,44684.92097247536
MM,53.27133786640254,238.1811602926012,5257.487071306606,1788.0563467759027,195.8778653805228,-37.05771252193751,12.646544120387745,46319.1286816224
MM,53.29471188940837,238.13207771046984,5261.653854132017,1790.7441382466568,196.22218403003788,-42.88803458075784,12.646544120387745,48388.14880707537
MM,53.76251724759335,234.58662613240497,5183.923105645359,1779.9569943966414,195.83444681085112,-32.19826215478102,12.646544120387752,79293.17466065918
